time/s	Ewe/V	<I>/mA
09/03/2025 11:58:19.6094	2.8123683E-001	-4.051694338623841E-001
09/03/2025 11:58:19.6294	2.8025743E-001	-4.051013269409942E-001
09/03/2025 11:58:19.6494	2.7923113E-001	-4.051468561713891E-001
09/03/2025 11:58:19.6694	2.7825075E-001	-4.050391594517142E-001
09/03/2025 11:58:19.6894	2.7723232E-001	-4.053617689189386E-001
09/03/2025 11:58:19.7094	2.7625421E-001	-4.053122332423058E-001
09/03/2025 11:58:19.7294	2.7524620E-001	-4.051697166222663E-001
09/03/2025 11:58:19.7494	2.7423331E-001	-4.051665957603166E-001
09/03/2025 11:58:19.7694	2.7324054E-001	-4.050717017509857E-001
09/03/2025 11:58:19.7894	2.7224422E-001	-4.052515908196141E-001
09/03/2025 11:58:19.8094	2.7123320E-001	-4.053433876122443E-001
09/03/2025 11:58:19.8294	2.7025592E-001	-4.053840429470359E-001
09/03/2025 11:58:19.8494	2.6924199E-001	-4.054817577254854E-001
09/03/2025 11:58:19.8694	2.6823840E-001	-4.056102833710593E-001
09/03/2025 11:58:19.8894	2.6724374E-001	-4.057824531207883E-001
09/03/2025 11:58:19.9094	2.6627120E-001	-4.060083233440910E-001
09/03/2025 11:58:19.9294	2.6523915E-001	-4.064829251728952E-001
09/03/2025 11:58:19.9494	2.6424468E-001	-4.067974059014667E-001
09/03/2025 11:58:19.9694	2.6323542E-001	-4.071688637033918E-001
09/03/2025 11:58:19.9894	2.6225165E-001	-4.072852695826428E-001
09/03/2025 11:58:20.0094	2.6124197E-001	-4.078603567969461E-001
09/03/2025 11:58:20.0294	2.6023996E-001	-4.082975775106910E-001
09/03/2025 11:58:20.0494	2.5923789E-001	-4.088083143708183E-001
09/03/2025 11:58:20.0694	2.5824839E-001	-4.093972650460067E-001
09/03/2025 11:58:20.0894	2.5724661E-001	-4.099405460163101E-001
09/03/2025 11:58:20.1094	2.5627628E-001	-4.110812005949107E-001
09/03/2025 11:58:20.1294	2.5526974E-001	-4.143812571807448E-001
09/03/2025 11:58:20.1494	2.5424516E-001	-4.163866345253245E-001
09/03/2025 11:58:20.1694	2.5324178E-001	-4.183256830502691E-001
09/03/2025 11:58:20.1894	2.5223219E-001	-4.204697838156588E-001
09/03/2025 11:58:20.2094	2.5124246E-001	-4.223440411345409E-001
09/03/2025 11:58:20.2294	2.5025108E-001	-4.250054242503287E-001
09/03/2025 11:58:20.2494	2.4923591E-001	-4.260256773688704E-001
09/03/2025 11:58:20.2694	2.4823219E-001	-4.262293595561965E-001
09/03/2025 11:58:20.2894	2.4723461E-001	-4.265282193923161E-001
09/03/2025 11:58:20.3094	2.4624598E-001	-4.303246744804910E-001
09/03/2025 11:58:20.3294	2.4524538E-001	-4.320453698488138E-001
09/03/2025 11:58:20.3494	2.4425067E-001	-4.338905630995411E-001
09/03/2025 11:58:20.3694	2.4323700E-001	-4.342053879518066E-001
09/03/2025 11:58:20.3894	2.4222536E-001	-4.372317123537242E-001
09/03/2025 11:58:20.4094	2.4123128E-001	-4.381375409817947E-001
09/03/2025 11:58:20.4294	2.4024703E-001	-4.402186121118969E-001
09/03/2025 11:58:20.4494	2.3923959E-001	-4.421798772851204E-001
09/03/2025 11:58:20.4694	2.3824859E-001	-4.445415351850279E-001
09/03/2025 11:58:20.4894	2.3724216E-001	-4.460730401333421E-001
09/03/2025 11:58:20.5094	2.3625711E-001	-4.484458699977640E-001
09/03/2025 11:58:20.5294	2.3521990E-001	-4.501384711410434E-001
09/03/2025 11:58:20.5494	2.3425199E-001	-4.533096382704844E-001
09/03/2025 11:58:20.5694	2.3325853E-001	-4.550873845712173E-001
09/03/2025 11:58:20.5894	2.3225340E-001	-4.578567638786293E-001
09/03/2025 11:58:20.6094	2.3124018E-001	-4.607230608041064E-001
09/03/2025 11:58:20.6294	2.3024917E-001	-4.619067957003908E-001
09/03/2025 11:58:20.6494	2.2924531E-001	-4.648738040381843E-001
09/03/2025 11:58:20.6694	2.2823623E-001	-4.670925486522406E-001
09/03/2025 11:58:20.6894	2.2721881E-001	-4.698496937182632E-001
09/03/2025 11:58:20.7094	2.2622557E-001	-4.719640267236755E-001
09/03/2025 11:58:20.7294	2.2522803E-001	-4.747370834617559E-001
09/03/2025 11:58:20.7494	2.2424419E-001	-4.776783458267637E-001
09/03/2025 11:58:20.7694	2.2324237E-001	-4.802416201111748E-001
09/03/2025 11:58:20.7894	2.2223571E-001	-4.819469915237260E-001
09/03/2025 11:58:20.8094	2.2124985E-001	-4.856409178270606E-001
09/03/2025 11:58:20.8294	2.2025323E-001	-4.878442376955512E-001
09/03/2025 11:58:20.8494	2.1924415E-001	-4.900010346641990E-001
09/03/2025 11:58:20.8694	2.1822603E-001	-4.938422140872284E-001
09/03/2025 11:58:20.8894	2.1723355E-001	-4.976379341031905E-001
09/03/2025 11:58:20.9094	2.1622457E-001	-5.003714054926416E-001
09/03/2025 11:58:20.9294	2.1523178E-001	-5.044709450772230E-001
09/03/2025 11:58:20.9494	2.1423037E-001	-5.058268222233480E-001
09/03/2025 11:58:20.9694	2.1323463E-001	-5.079876040108493E-001
09/03/2025 11:58:20.9894	2.1224181E-001	-5.122976254982228E-001
09/03/2025 11:58:21.0094	2.1123029E-001	-5.148964736403681E-001
09/03/2025 11:58:21.0294	2.1024013E-001	-5.196155834322136E-001
09/03/2025 11:58:21.0494	2.0922951E-001	-5.216577891260403E-001
09/03/2025 11:58:21.0694	2.0824769E-001	-5.256169994568647E-001
09/03/2025 11:58:21.0894	2.0723294E-001	-5.293870715734839E-001
09/03/2025 11:58:21.1094	2.0622620E-001	-5.317763035289098E-001
09/03/2025 11:58:21.1294	2.0523113E-001	-5.353710297495144E-001
09/03/2025 11:58:21.1494	2.0422092E-001	-5.408002953045052E-001
09/03/2025 11:58:21.1694	2.0323309E-001	-5.454532374731365E-001
09/03/2025 11:58:21.1894	2.0223090E-001	-5.472257009500412E-001
09/03/2025 11:58:21.2094	2.0122290E-001	-5.508305204825241E-001
09/03/2025 11:58:21.2294	2.0021723E-001	-5.543344238152113E-001
09/03/2025 11:58:21.2494	1.9922088E-001	-5.578939499230007E-001
09/03/2025 11:58:21.2694	1.9822504E-001	-5.617411918420778E-001
09/03/2025 11:58:21.2894	1.9723958E-001	-5.666825708208783E-001
09/03/2025 11:58:21.3094	1.9624537E-001	-5.702501980380852E-001
09/03/2025 11:58:21.3294	1.9524437E-001	-5.749635625009715E-001
09/03/2025 11:58:21.3494	1.9424954E-001	-5.775579599560103E-001
09/03/2025 11:58:21.3694	1.9323607E-001	-5.826387476796908E-001
09/03/2025 11:58:21.3894	1.9224158E-001	-5.857687190485503E-001
09/03/2025 11:58:21.4094	1.9125098E-001	-5.905582712342330E-001
09/03/2025 11:58:21.4294	1.9025226E-001	-5.950810270280473E-001
09/03/2025 11:58:21.4494	1.8925253E-001	-5.998963776768895E-001
09/03/2025 11:58:21.4694	1.8825096E-001	-6.039268198526546E-001
09/03/2025 11:58:21.4894	1.8725193E-001	-6.090491915432121E-001
09/03/2025 11:58:21.5094	1.8625192E-001	-6.133479266944839E-001
09/03/2025 11:58:21.5294	1.8524216E-001	-6.178758576408843E-001
09/03/2025 11:58:21.5494	1.8423787E-001	-6.220750278896738E-001
09/03/2025 11:58:21.5694	1.8325016E-001	-6.277454968852281E-001
09/03/2025 11:58:21.5894	1.8225676E-001	-6.323307093439809E-001
09/03/2025 11:58:21.6094	1.8125090E-001	-6.374301226395689E-001
09/03/2025 11:58:21.6294	1.8025903E-001	-6.444567935023846E-001
09/03/2025 11:58:21.6494	1.7923640E-001	-6.470242185621617E-001
09/03/2025 11:58:21.6694	1.7824557E-001	-6.519008482702890E-001
09/03/2025 11:58:21.6894	1.7725988E-001	-6.579804074847004E-001
09/03/2025 11:58:21.7094	1.7624165E-001	-6.638496390336908E-001
09/03/2025 11:58:21.7294	1.7524236E-001	-6.710728577648606E-001
09/03/2025 11:58:21.7494	1.7425226E-001	-6.739416026199860E-001
09/03/2025 11:58:21.7694	1.7324191E-001	-6.802272130735210E-001
09/03/2025 11:58:21.7894	1.7226069E-001	-6.863361100355778E-001
09/03/2025 11:58:21.8094	1.7126167E-001	-6.918130495275032E-001
09/03/2025 11:58:21.8294	1.7024419E-001	-6.982670640055506E-001
09/03/2025 11:58:21.8494	1.6923125E-001	-7.053263717227485E-001
09/03/2025 11:58:21.8694	1.6824424E-001	-7.112050478139675E-001
09/03/2025 11:58:21.8894	1.6725382E-001	-7.172331059765469E-001
09/03/2025 11:58:21.9094	1.6625082E-001	-7.228485868933299E-001
09/03/2025 11:58:21.9294	1.6525379E-001	-7.297676811512097E-001
09/03/2025 11:58:21.9494	1.6424058E-001	-7.374785994179520E-001
09/03/2025 11:58:21.9694	1.6323560E-001	-7.439086243199800E-001
09/03/2025 11:58:21.9894	1.6223972E-001	-7.501372331235974E-001
09/03/2025 11:58:22.0094	1.6124851E-001	-7.564299710922757E-001
09/03/2025 11:58:22.0294	1.6023809E-001	-7.634866353538285E-001
09/03/2025 11:58:22.0494	1.5923193E-001	-7.715413805821676E-001
09/03/2025 11:58:22.0694	1.5823825E-001	-7.796428180299673E-001
09/03/2025 11:58:22.0894	1.5724392E-001	-7.874496474655137E-001
09/03/2025 11:58:22.1094	1.5625586E-001	-7.934916117228550E-001
09/03/2025 11:58:22.1294	1.5526117E-001	-8.005957711074077E-001
09/03/2025 11:58:22.1494	1.5424740E-001	-8.079339222879027E-001
09/03/2025 11:58:22.1694	1.5324965E-001	-8.167096165836689E-001
09/03/2025 11:58:22.1894	1.5223479E-001	-8.226299035466376E-001
09/03/2025 11:58:22.2094	1.5123755E-001	-8.295847371531035E-001
09/03/2025 11:58:22.2294	1.5023784E-001	-8.381169777260027E-001
09/03/2025 11:58:22.2494	1.4924297E-001	-8.454671452442781E-001
09/03/2025 11:58:22.2694	1.4823465E-001	-8.535784522795828E-001
09/03/2025 11:58:22.2894	1.4723693E-001	-8.601833035548534E-001
09/03/2025 11:58:22.3094	1.4624503E-001	-8.686655374347314E-001
09/03/2025 11:58:22.3294	1.4524439E-001	-8.757142513059044E-001
09/03/2025 11:58:22.3494	1.4424667E-001	-8.836556389513888E-001
09/03/2025 11:58:22.3694	1.4324372E-001	-8.907713810395830E-001
09/03/2025 11:58:22.3894	1.4226262E-001	-8.992212206746117E-001
09/03/2025 11:58:22.4094	1.4124908E-001	-9.074756987910284E-001
09/03/2025 11:58:22.4294	1.4026757E-001	-9.147063953698504E-001
09/03/2025 11:58:22.4494	1.3924010E-001	-9.224074357706655E-001
09/03/2025 11:58:22.4694	1.3824905E-001	-9.320139460162125E-001
09/03/2025 11:58:22.4894	1.3725908E-001	-9.395039646058427E-001
09/03/2025 11:58:22.5094	1.3625182E-001	-9.475043719220508E-001
09/03/2025 11:58:22.5294	1.3524935E-001	-9.551267777052175E-001
09/03/2025 11:58:22.5494	1.3424593E-001	-9.643302747151896E-001
09/03/2025 11:58:22.5694	1.3326767E-001	-9.709151566235548E-001
09/03/2025 11:58:22.5894	1.3224442E-001	-9.820071879981285E-001
09/03/2025 11:58:22.6094	1.3123652E-001	-9.888025281122985E-001
09/03/2025 11:58:22.6294	1.3026194E-001	-9.967778041544904E-001
09/03/2025 11:58:22.6494	1.2926017E-001	-1.005851267112623E+000
09/03/2025 11:58:22.6694	1.2826292E-001	-1.013983492739499E+000
09/03/2025 11:58:22.6894	1.2726457E-001	-1.022011481328963E+000
09/03/2025 11:58:22.7094	1.2625593E-001	-1.030681454059149E+000
09/03/2025 11:58:22.7294	1.2525016E-001	-1.038625328387646E+000
09/03/2025 11:58:22.7494	1.2427226E-001	-1.047062349919642E+000
09/03/2025 11:58:22.7694	1.2326195E-001	-1.054536484699286E+000
09/03/2025 11:58:22.7894	1.2225257E-001	-1.061174188740548E+000
09/03/2025 11:58:22.8094	1.2124393E-001	-1.068519639368681E+000
09/03/2025 11:58:22.8294	1.2024991E-001	-1.074622270444198E+000
09/03/2025 11:58:22.8494	1.1924252E-001	-1.082824910266528E+000
09/03/2025 11:58:22.8694	1.1825246E-001	-1.088481663622785E+000
09/03/2025 11:58:22.8894	1.1725548E-001	-1.094667103245024E+000
09/03/2025 11:58:22.9094	1.1626539E-001	-1.102553557294108E+000
09/03/2025 11:58:22.9294	1.1526004E-001	-1.110362993967200E+000
09/03/2025 11:58:22.9494	1.1423536E-001	-1.115620764800241E+000
09/03/2025 11:58:22.9694	1.1325385E-001	-1.120369197904234E+000
09/03/2025 11:58:22.9894	1.1225336E-001	-1.124289793479772E+000
09/03/2025 11:58:23.0094	1.1125330E-001	-1.127421029739908E+000
09/03/2025 11:58:23.0294	1.1024623E-001	-1.131511814064445E+000
09/03/2025 11:58:23.0494	1.0925544E-001	-1.136353467487622E+000
09/03/2025 11:58:23.0694	1.0824710E-001	-1.140275395268361E+000
09/03/2025 11:58:23.0894	1.0725801E-001	-1.143970390160877E+000
09/03/2025 11:58:23.1094	1.0625347E-001	-1.145382762576140E+000
09/03/2025 11:58:23.1294	1.0525490E-001	-1.148107903595601E+000
09/03/2025 11:58:23.1494	1.0424673E-001	-1.148353671965491E+000
09/03/2025 11:58:23.1694	1.0323854E-001	-1.150502935362356E+000
09/03/2025 11:58:23.1894	1.0225566E-001	-1.151968390784329E+000
09/03/2025 11:58:23.2094	1.0123943E-001	-1.151971412305198E+000
09/03/2025 11:58:23.2294	1.0027115E-001	-1.151908732743726E+000
09/03/2025 11:58:23.2494	9.9255964E-002	-1.151731121871204E+000
09/03/2025 11:58:23.2694	9.8257765E-002	-1.151503537367613E+000
09/03/2025 11:58:23.2894	9.7263604E-002	-1.151058401291564E+000
09/03/2025 11:58:23.3094	9.6256487E-002	-1.150613324199286E+000
09/03/2025 11:58:23.3294	9.5262744E-002	-1.150102411086355E+000
09/03/2025 11:58:23.3494	9.4256490E-002	-1.149457690409483E+000
09/03/2025 11:58:23.3694	9.3259364E-002	-1.148460235446684E+000
09/03/2025 11:58:23.3894	9.2254877E-002	-1.147347324424314E+000
09/03/2025 11:58:23.4094	9.1250032E-002	-1.146371134142910E+000
09/03/2025 11:58:23.4294	9.0252623E-002	-1.145188543117706E+000
09/03/2025 11:58:23.4494	8.9276008E-002	-1.136950816959136E+000
09/03/2025 11:58:23.4694	8.8252932E-002	-1.128950833239482E+000
09/03/2025 11:58:23.4894	8.7251462E-002	-1.122007940481931E+000
09/03/2025 11:58:23.5094	8.6255930E-002	-1.112941120337277E+000
09/03/2025 11:58:23.5294	8.5247070E-002	-1.106102079773938E+000
09/03/2025 11:58:23.5494	8.4247366E-002	-1.097488915340769E+000
09/03/2025 11:58:23.5694	8.3247788E-002	-1.090121971236336E+000
09/03/2025 11:58:23.5894	8.2241192E-002	-1.083083752749690E+000
09/03/2025 11:58:23.6094	8.1252672E-002	-1.075173930575449E+000
09/03/2025 11:58:23.6294	8.0241822E-002	-1.068818424414427E+000
09/03/2025 11:58:23.6494	7.9245046E-002	-1.059992937888529E+000
09/03/2025 11:58:23.6694	7.8238487E-002	-1.052934631705279E+000
09/03/2025 11:58:23.6894	7.7231862E-002	-1.046380484994081E+000
09/03/2025 11:58:23.7094	7.6240793E-002	-1.037610727155375E+000
09/03/2025 11:58:23.7294	7.5221725E-002	-1.030406399630007E+000
09/03/2025 11:58:23.7494	7.4242108E-002	-1.022462132904265E+000
09/03/2025 11:58:23.7694	7.3222071E-002	-1.012840036199320E+000
09/03/2025 11:58:23.7894	7.2249673E-002	-1.006456468461286E+000
09/03/2025 11:58:23.8094	7.1233742E-002	-9.983418958468562E-001
09/03/2025 11:58:23.8294	7.0252635E-002	-9.910439310802337E-001
09/03/2025 11:58:23.8494	6.9244199E-002	-9.822831620565688E-001
09/03/2025 11:58:23.8694	6.8234079E-002	-9.743319656182550E-001
09/03/2025 11:58:23.8894	6.7244768E-002	-9.655389116766542E-001
09/03/2025 11:58:23.9094	6.6259079E-002	-9.568078372006585E-001
09/03/2025 11:58:23.9294	6.5239973E-002	-9.503245726745142E-001
09/03/2025 11:58:23.9494	6.4246170E-002	-9.444564967416262E-001
09/03/2025 11:58:23.9694	6.3249819E-002	-9.360075940171022E-001
09/03/2025 11:58:23.9894	6.2245015E-002	-9.281784741000969E-001
09/03/2025 11:58:24.0094	6.1236251E-002	-9.206812504368509E-001
09/03/2025 11:58:24.0294	6.0234290E-002	-9.156404871804043E-001
09/03/2025 11:58:24.0494	5.9253283E-002	-9.092442251534898E-001
09/03/2025 11:58:24.0694	5.8240723E-002	-9.021074882087561E-001
09/03/2025 11:58:24.0894	5.7256646E-002	-8.941150332490593E-001
09/03/2025 11:58:24.1094	5.6215264E-002	-8.879428267892884E-001
09/03/2025 11:58:24.1294	5.5239096E-002	-8.805700206301292E-001
09/03/2025 11:58:24.1494	5.4227229E-002	-8.738384281492040E-001
09/03/2025 11:58:24.1694	5.3235829E-002	-8.683427915287503E-001
09/03/2025 11:58:24.1894	5.2228775E-002	-8.612793816460469E-001
09/03/2025 11:58:24.2094	5.1255278E-002	-8.542885788612882E-001
09/03/2025 11:58:24.2274	5.0324362E-002	-8.487806835078775E-001
09/03/2025 11:58:24.2362	4.9890634E-002	-8.484478394190464E-001
09/03/2025 11:58:24.2382	4.9969330E-002	-8.417955785989761E-001
09/03/2025 11:58:24.2492	5.0513990E-002	-7.198982763414574E-001
09/03/2025 11:58:24.2692	5.1510677E-002	-4.089364135482656E-001
09/03/2025 11:58:24.2892	5.2499730E-002	-1.303624749093104E-001
09/03/2025 11:58:24.3092	5.3530861E-002	7.277090875888678E-002 
09/03/2025 11:58:24.3292	5.4503292E-002	2.094051246401953E-001 
09/03/2025 11:58:24.3492	5.5509962E-002	3.046898308934449E-001 
09/03/2025 11:58:24.3692	5.6492474E-002	3.804979428855919E-001 
09/03/2025 11:58:24.3892	5.7508413E-002	4.307985897693368E-001 
09/03/2025 11:58:24.4092	5.8522213E-002	4.703069079615556E-001 
09/03/2025 11:58:24.4292	5.9524130E-002	5.088720332520749E-001 
09/03/2025 11:58:24.4492	6.0511384E-002	5.409880642675677E-001 
09/03/2025 11:58:24.4692	6.1505359E-002	5.611961098491349E-001 
09/03/2025 11:58:24.4892	6.2482465E-002	5.806457513115477E-001 
09/03/2025 11:58:24.5092	6.3508652E-002	5.973442074221884E-001 
09/03/2025 11:58:24.5292	6.4509578E-002	6.138348470235071E-001 
09/03/2025 11:58:24.5492	6.5504037E-002	6.274150543742727E-001 
09/03/2025 11:58:24.5692	6.6513173E-002	6.394623082855517E-001 
09/03/2025 11:58:24.5892	6.7506261E-002	6.510459828811412E-001 
09/03/2025 11:58:24.6092	6.8508610E-002	6.629483112030576E-001 
09/03/2025 11:58:24.6292	6.9505565E-002	6.729609264164349E-001 
09/03/2025 11:58:24.6492	7.0501484E-002	6.839185176520726E-001 
09/03/2025 11:58:24.6692	7.1498796E-002	6.932019745517124E-001 
09/03/2025 11:58:24.6892	7.2510533E-002	7.035233176106370E-001 
09/03/2025 11:58:24.7092	7.3501237E-002	7.115347504926257E-001 
09/03/2025 11:58:24.7292	7.4508600E-002	7.201833160490652E-001 
09/03/2025 11:58:24.7492	7.5511158E-002	7.283571249701906E-001 
09/03/2025 11:58:24.7692	7.6520085E-002	7.353933372327868E-001 
09/03/2025 11:58:24.7892	7.7520512E-002	7.447021408006531E-001 
09/03/2025 11:58:24.8092	7.8498594E-002	7.520153585614451E-001 
09/03/2025 11:58:24.8292	7.9507813E-002	7.584943965387829E-001 
09/03/2025 11:58:24.8492	8.0508053E-002	7.653520210232188E-001 
09/03/2025 11:58:24.8692	8.1509411E-002	7.731299181468803E-001 
09/03/2025 11:58:24.8892	8.2509883E-002	7.811507632335051E-001 
09/03/2025 11:58:24.9092	8.3516151E-002	7.886221450236146E-001 
09/03/2025 11:58:24.9292	8.4501885E-002	7.947616077338653E-001 
09/03/2025 11:58:24.9492	8.5492261E-002	8.021555581233573E-001 
09/03/2025 11:58:24.9692	8.6507708E-002	8.082225935326716E-001 
09/03/2025 11:58:24.9892	8.7512814E-002	8.150517306187095E-001 
09/03/2025 11:58:25.0092	8.8515654E-002	8.227957366034389E-001 
09/03/2025 11:58:25.0292	8.9504391E-002	8.299215050517699E-001 
09/03/2025 11:58:25.0492	9.0516329E-002	8.365926623034001E-001 
09/03/2025 11:58:25.0692	9.1500469E-002	8.431611012977855E-001 
09/03/2025 11:58:25.0892	9.2522271E-002	8.504437246463397E-001 
09/03/2025 11:58:25.1092	9.3518496E-002	8.584582056953689E-001 
09/03/2025 11:58:25.1292	9.4514005E-002	8.645310426751807E-001 
09/03/2025 11:58:25.1492	9.5520414E-002	8.723568020181496E-001 
09/03/2025 11:58:25.1692	9.6514836E-002	8.796758149336590E-001 
09/03/2025 11:58:25.1892	9.7500376E-002	8.856864055204774E-001 
09/03/2025 11:58:25.2092	9.8513365E-002	8.923307273329950E-001 
09/03/2025 11:58:25.2292	9.9511094E-002	8.990173733586229E-001 
09/03/2025 11:58:25.2492	1.0050976E-001	9.062318142710497E-001 
09/03/2025 11:58:25.2692	1.0150167E-001	9.110729146438397E-001 
09/03/2025 11:58:25.2892	1.0250516E-001	9.175193173707363E-001 
09/03/2025 11:58:25.3092	1.0350539E-001	9.255268998547592E-001 
09/03/2025 11:58:25.3292	1.0451648E-001	9.322456855637320E-001 
09/03/2025 11:58:25.3492	1.0551651E-001	9.391160774976033E-001 
09/03/2025 11:58:25.3692	1.0650804E-001	9.447834096435059E-001 
09/03/2025 11:58:25.3892	1.0750523E-001	9.508252932379637E-001 
09/03/2025 11:58:25.4092	1.0851552E-001	9.572340589948034E-001 
09/03/2025 11:58:25.4292	1.0950895E-001	9.638098125966916E-001 
09/03/2025 11:58:25.4492	1.1052434E-001	9.678618012823996E-001 
09/03/2025 11:58:25.4692	1.1151149E-001	9.741841137616181E-001 
09/03/2025 11:58:25.4892	1.1251219E-001	9.784692590538855E-001 
09/03/2025 11:58:25.5092	1.1351240E-001	9.850539682019068E-001 
09/03/2025 11:58:25.5292	1.1451035E-001	9.882416409543850E-001 
09/03/2025 11:58:25.5492	1.1550628E-001	9.941624490958185E-001 
09/03/2025 11:58:25.5692	1.1652254E-001	9.978073597368287E-001 
09/03/2025 11:58:25.5892	1.1753400E-001	1.003229979529149E+000 
09/03/2025 11:58:25.6092	1.1853062E-001	1.006492594153515E+000 
09/03/2025 11:58:25.6292	1.1952272E-001	1.008714081202120E+000 
09/03/2025 11:58:25.6492	1.2054688E-001	1.011830019040243E+000 
09/03/2025 11:58:25.6692	1.2152784E-001	1.013582008476895E+000 
09/03/2025 11:58:25.6892	1.2252413E-001	1.015903589833112E+000 
09/03/2025 11:58:25.7092	1.2353359E-001	1.016058512756391E+000 
09/03/2025 11:58:25.7292	1.2452356E-001	1.017247212636801E+000 
09/03/2025 11:58:25.7492	1.2553230E-001	1.019716969173817E+000 
09/03/2025 11:58:25.7692	1.2653749E-001	1.019656067093217E+000 
09/03/2025 11:58:25.7892	1.2753357E-001	1.019808084497026E+000 
09/03/2025 11:58:25.8092	1.2853304E-001	1.019668147071375E+000 
09/03/2025 11:58:25.8292	1.2952466E-001	1.019504495999875E+000 
09/03/2025 11:58:25.8492	1.3053645E-001	1.019079922284520E+000 
09/03/2025 11:58:25.8692	1.3152574E-001	1.018745627978610E+000 
09/03/2025 11:58:25.8892	1.3252605E-001	1.018122696938621E+000 
09/03/2025 11:58:25.9092	1.3351661E-001	1.017349315600260E+000 
09/03/2025 11:58:25.9292	1.3453731E-001	1.016586419919297E+000 
09/03/2025 11:58:25.9492	1.3551559E-001	1.015493626395863E+000 
09/03/2025 11:58:25.9692	1.3652106E-001	1.014116480222178E+000 
09/03/2025 11:58:25.9892	1.3752972E-001	1.012801670779787E+000 
09/03/2025 11:58:26.0092	1.3853817E-001	1.004940941205458E+000 
09/03/2025 11:58:26.0292	1.3952233E-001	9.965244327775356E-001 
09/03/2025 11:58:26.0492	1.4053099E-001	9.886082915796193E-001 
09/03/2025 11:58:26.0692	1.4154001E-001	9.811195018183838E-001 
09/03/2025 11:58:26.0892	1.4253743E-001	9.731608202370534E-001 
09/03/2025 11:58:26.1092	1.4351644E-001	9.660363052454315E-001 
09/03/2025 11:58:26.1292	1.4453278E-001	9.586698725405665E-001 
09/03/2025 11:58:26.1492	1.4552987E-001	9.493769500921978E-001 
09/03/2025 11:58:26.1692	1.4653213E-001	9.444932107710162E-001 
09/03/2025 11:58:26.1892	1.4752835E-001	9.367018540182848E-001 
09/03/2025 11:58:26.2092	1.4853208E-001	9.277717104802541E-001 
09/03/2025 11:58:26.2292	1.4954294E-001	9.221024200734149E-001 
09/03/2025 11:58:26.2492	1.5052490E-001	9.133694003750072E-001 
09/03/2025 11:58:26.2692	1.5153846E-001	9.062455648866798E-001 
09/03/2025 11:58:26.2892	1.5254354E-001	8.981550477652114E-001 
09/03/2025 11:58:26.3092	1.5352973E-001	8.910031156200482E-001 
09/03/2025 11:58:26.3292	1.5452529E-001	8.837950624422106E-001 
09/03/2025 11:58:26.3492	1.5552923E-001	8.763140198878148E-001 
09/03/2025 11:58:26.3692	1.5650767E-001	8.679296814629591E-001 
09/03/2025 11:58:26.3892	1.5752193E-001	8.604815819611176E-001 
09/03/2025 11:58:26.4092	1.5853080E-001	8.529278423844122E-001 
09/03/2025 11:58:26.4292	1.5952216E-001	8.465204285457748E-001 
09/03/2025 11:58:26.4492	1.6052106E-001	8.385506818691901E-001 
09/03/2025 11:58:26.4692	1.6152473E-001	8.291380917136086E-001 
09/03/2025 11:58:26.4892	1.6251932E-001	8.235809706772379E-001 
09/03/2025 11:58:26.5092	1.6350879E-001	8.171807492876231E-001 
09/03/2025 11:58:26.5292	1.6451579E-001	8.092422316161283E-001 
09/03/2025 11:58:26.5492	1.6551600E-001	8.028871762669763E-001 
09/03/2025 11:58:26.5692	1.6651130E-001	7.961707620157128E-001 
09/03/2025 11:58:26.5892	1.6751897E-001	7.882860736507524E-001 
09/03/2025 11:58:26.6092	1.6852719E-001	7.805013251490927E-001 
09/03/2025 11:58:26.6292	1.6950433E-001	7.760773443927409E-001 
09/03/2025 11:58:26.6492	1.7052175E-001	7.673773106394535E-001 
09/03/2025 11:58:26.6692	1.7152011E-001	7.634812028975149E-001 
09/03/2025 11:58:26.6892	1.7253692E-001	7.563199503864695E-001 
09/03/2025 11:58:26.7092	1.7353739E-001	7.510417787772106E-001 
09/03/2025 11:58:26.7292	1.7452994E-001	7.424402162432715E-001 
09/03/2025 11:58:26.7492	1.7552420E-001	7.354451214066806E-001 
09/03/2025 11:58:26.7692	1.7652263E-001	7.314561816035905E-001 
09/03/2025 11:58:26.7892	1.7751670E-001	7.240726884661446E-001 
09/03/2025 11:58:26.8092	1.7852429E-001	7.166887068500145E-001 
09/03/2025 11:58:26.8292	1.7951521E-001	7.105088169272586E-001 
09/03/2025 11:58:26.8492	1.8052873E-001	7.074061009722497E-001 
09/03/2025 11:58:26.8692	1.8152477E-001	7.000816212449639E-001 
09/03/2025 11:58:26.8892	1.8251929E-001	6.951804587927963E-001 
09/03/2025 11:58:26.9092	1.8352453E-001	6.905112420726187E-001 
09/03/2025 11:58:26.9292	1.8451500E-001	6.841009486363170E-001 
09/03/2025 11:58:26.9492	1.8553266E-001	6.783531170545372E-001 
09/03/2025 11:58:26.9692	1.8651690E-001	6.752383543385445E-001 
09/03/2025 11:58:26.9892	1.8752080E-001	6.683007404208188E-001 
09/03/2025 11:58:27.0092	1.8852554E-001	6.648944083394297E-001 
09/03/2025 11:58:27.0292	1.8950953E-001	6.600967187227518E-001 
09/03/2025 11:58:27.0492	1.9052702E-001	6.558248205110431E-001 
09/03/2025 11:58:27.0692	1.9152609E-001	6.516956529683551E-001 
09/03/2025 11:58:27.0892	1.9251725E-001	6.446395127827120E-001 
